Dataset,Ikan,Jam,Bagian,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,F31,F32,F33,F34,F35,F36,F37,F38,F39,F40,F41,F42,F43,F44,F45,F46,F47,F48,F49,F50,Fitur_Terakhir
train,ikan08,15,insang,0.0,0.0,-0.158173,-0.028998,3.058901,-0.073205,-0.000327,-0.160045,-0.084155,0.0,-0.192194,-0.023224,-0.135531,-0.259677,0.0,0.0,-0.070145,-0.142252,-0.010314,0.0,-0.03689,-0.125037,-0.149353,-0.148025,-0.013707,-0.151777,0.0,-0.140704,-0.00722,0.368164,-0.113933,-0.015581,-0.009662,-0.080637,-0.040088,-0.005553,0.0,-0.216712,-0.107769,0.269224,-0.285448,0.0,0.0,-0.060655,-0.01062,-0.302744,-0.115207,-0.145624,-0.012024,-0.069165,0.0
train,ikan08,15,insang,0.0,0.0,-0.155232,-0.037531,3.05026,-0.07905,-0.000534,-0.159924,-0.095648,0.0,-0.185361,-0.026364,-0.137781,-0.262779,0.0,0.0,-0.073926,-0.140133,-0.012761,-0.003794,-0.039817,-0.128906,-0.149743,-0.165602,-0.024004,-0.153297,0.0,-0.145741,-0.012953,0.342346,-0.117988,-0.032354,-0.010593,-0.079716,-0.044648,-0.002792,0.0,-0.212048,-0.10668,0.32312,-0.290173,0.0,0.0,-0.074638,-0.014498,-0.301205,-0.109494,-0.142306,-0.017871,-0.063032,0.0
train,ikan08,15,insang,0.0,0.0,-0.159188,-0.036261,3.030336,-0.073524,0.0,-0.163194,-0.08402,0.0,-0.187332,-0.026665,-0.142853,-0.259874,0.0,0.0,-0.072023,-0.144208,-0.013347,0.0,-0.037907,-0.124651,-0.152864,-0.159718,-0.02009,-0.151322,0.0,-0.149463,-0.009326,0.352126,-0.121086,-0.022394,-0.007746,-0.087881,-0.041872,-0.002383,0.0,-0.217014,-0.102423,0.287432,-0.28503,0.0,0.0,-0.071505,-0.014996,-0.301887,-0.113901,-0.143389,-0.014151,-0.06199,0.0
train,ikan08,07,mata,0.0,0.0,-0.154967,-0.030559,3.093746,-0.066418,0.0,-0.158874,-0.076806,0.0,-0.187372,-0.01598,-0.129868,-0.26314,0.0,0.0,-0.070537,-0.142966,-0.010369,0.0,-0.033066,-0.11835,-0.148388,-0.163557,-0.012432,-0.155059,0.0,-0.137791,-0.005373,0.379483,-0.115579,-0.01402,-0.00939,-0.087742,-0.037943,-0.002895,0.0,-0.218713,-0.094796,0.287665,-0.28909,0.0,0.0,-0.056155,-0.01263,-0.303267,-0.112921,-0.140943,-0.001923,-0.077218,0.0
train,ikan08,07,mata,0.0,0.0,-0.155107,-0.031295,3.115308,-0.067924,0.0,-0.162378,-0.073565,0.0,-0.189798,-0.017181,-0.131385,-0.26212,0.0,0.0,-0.070373,-0.144097,-0.010913,0.0,-0.033618,-0.124323,-0.148535,-0.159023,-0.010961,-0.153352,0.0,-0.139375,-0.005994,0.370606,-0.115457,-0.01362,-0.009083,-0.088694,-0.037386,-0.004097,0.0,-0.217608,-0.098786,0.286619,-0.288572,0.0,0.0,-0.059769,-0.011795,-0.30308,-0.107461,-0.141983,-0.001569,-0.07253,0.0
train,ikan08,07,mata,0.0,0.0,-0.154644,-0.031014,3.107593,-0.069326,0.0,-0.157877,-0.075718,0.0,-0.183173,-0.01698,-0.130414,-0.267306,0.0,0.0,-0.070009,-0.143197,-0.018376,-1e-05,-0.036268,-0.125272,-0.144131,-0.16212,-0.012404,-0.153505,0.0,-0.142256,-0.006469,0.35758,-0.113014,-0.013538,-0.01009,-0.081152,-0.040232,-0.004485,0.0,-0.216002,-0.095387,0.29607,-0.295413,0.0,0.0,-0.056392,-0.012144,-0.306231,-0.105921,-0.143137,-0.006675,-0.076951,0.0
train,ikan08,07,mata,0.0,0.0,-0.15454,-0.031439,3.114484,-0.068014,0.0,-0.162551,-0.074135,0.0,-0.189962,-0.017283,-0.131274,-0.260875,0.0,0.0,-0.070166,-0.144098,-0.011035,0.0,-0.033686,-0.124338,-0.148431,-0.158123,-0.01108,-0.153388,0.0,-0.140081,-0.006151,0.36926,-0.115756,-0.013829,-0.009312,-0.088664,-0.037454,-0.0042,0.0,-0.217819,-0.098503,0.285834,-0.287752,0.0,0.0,-0.060112,-0.011974,-0.301922,-0.107048,-0.142248,-0.001535,-0.069009,0.0
train,ikan08,07,mata,0.0,0.0,-0.156896,-0.036611,3.063092,-0.076489,0.0,-0.160854,-0.092383,0.0,-0.183606,-0.023221,-0.139003,-0.26519,0.0,0.0,-0.072858,-0.138411,-0.015359,-0.005497,-0.038584,-0.127056,-0.157016,-0.172101,-0.022598,-0.155338,0.0,-0.145269,-0.013249,0.348129,-0.122162,-0.029989,-0.01064,-0.081375,-0.041032,-0.002898,0.0,-0.209691,-0.097438,0.320064,-0.287891,0.0,0.0,-0.071626,-0.015397,-0.300241,-0.111412,-0.142486,-0.008955,-0.062724,0.0
train,ikan08,07,mata,0.0,0.0,-0.154324,-0.03764,3.066478,-0.077375,0.0,-0.162287,-0.079619,0.0,-0.185867,-0.023803,-0.144639,-0.261789,0.0,0.0,-0.070275,-0.144704,-0.013036,-0.001293,-0.036774,-0.127579,-0.149649,-0.16665,-0.018242,-0.153943,0.0,-0.154262,-0.008865,0.333997,-0.115339,-0.028851,-0.008232,-0.079854,-0.038452,-0.002694,0.0,-0.213216,-0.09109,0.305825,-0.292735,0.0,0.0,-0.071687,-0.018633,-0.302215,-0.110926,-0.142817,-0.012048,-0.058866,0.0
train,ikan08,09,mata,0.0,0.0,-0.154967,-0.030559,3.093746,-0.066418,0.0,-0.158874,-0.076806,0.0,-0.187372,-0.01598,-0.129868,-0.26314,0.0,0.0,-0.070537,-0.142966,-0.010369,0.0,-0.033066,-0.11835,-0.148388,-0.163557,-0.012432,-0.155059,0.0,-0.137791,-0.005373,0.379483,-0.115579,-0.01402,-0.00939,-0.087742,-0.037943,-0.002895,0.0,-0.218713,-0.094796,0.287665,-0.28909,0.0,0.0,-0.056155,-0.01263,-0.303267,-0.112921,-0.140943,-0.001923,-0.077218,0.0
train,ikan08,09,mata,0.0,0.0,-0.155107,-0.031295,3.115308,-0.067924,0.0,-0.162378,-0.073565,0.0,-0.189798,-0.017181,-0.131385,-0.26212,0.0,0.0,-0.070373,-0.144097,-0.010913,0.0,-0.033618,-0.124323,-0.148535,-0.159023,-0.010961,-0.153352,0.0,-0.139375,-0.005994,0.370606,-0.115457,-0.01362,-0.009083,-0.088694,-0.037386,-0.004097,0.0,-0.217608,-0.098786,0.286619,-0.288572,0.0,0.0,-0.059769,-0.011795,-0.30308,-0.107461,-0.141983,-0.001569,-0.07253,0.0
train,ikan08,09,mata,0.0,0.0,-0.154644,-0.031014,3.107593,-0.069326,0.0,-0.157877,-0.075718,0.0,-0.183173,-0.01698,-0.130414,-0.267306,0.0,0.0,-0.070009,-0.143197,-0.018376,-1e-05,-0.036268,-0.125272,-0.144131,-0.16212,-0.012404,-0.153505,0.0,-0.142256,-0.006469,0.35758,-0.113014,-0.013538,-0.01009,-0.081152,-0.040232,-0.004485,0.0,-0.216002,-0.095387,0.29607,-0.295413,0.0,0.0,-0.056392,-0.012144,-0.306231,-0.105921,-0.143137,-0.006675,-0.076951,0.0
train,ikan08,09,mata,0.0,0.0,-0.15454,-0.031439,3.114484,-0.068014,0.0,-0.162551,-0.074135,0.0,-0.189962,-0.017283,-0.131274,-0.260875,0.0,0.0,-0.070166,-0.144098,-0.011035,0.0,-0.033686,-0.124338,-0.148431,-0.158123,-0.01108,-0.153388,0.0,-0.140081,-0.006151,0.36926,-0.115756,-0.013829,-0.009312,-0.088664,-0.037454,-0.0042,0.0,-0.217819,-0.098503,0.285834,-0.287752,0.0,0.0,-0.060112,-0.011974,-0.301922,-0.107048,-0.142248,-0.001535,-0.069009,0.0
train,ikan08,09,mata,0.0,0.0,-0.156896,-0.036611,3.063092,-0.076489,0.0,-0.160854,-0.092383,0.0,-0.183606,-0.023221,-0.139003,-0.26519,0.0,0.0,-0.072858,-0.138411,-0.015359,-0.005497,-0.038584,-0.127056,-0.157016,-0.172101,-0.022598,-0.155338,0.0,-0.145269,-0.013249,0.348129,-0.122162,-0.029989,-0.01064,-0.081375,-0.041032,-0.002898,0.0,-0.209691,-0.097438,0.320064,-0.287891,0.0,0.0,-0.071626,-0.015397,-0.300241,-0.111412,-0.142486,-0.008955,-0.062724,0.0
train,ikan08,09,mata,0.0,0.0,-0.154324,-0.03764,3.066478,-0.077375,0.0,-0.162287,-0.079619,0.0,-0.185867,-0.023803,-0.144639,-0.261789,0.0,0.0,-0.070275,-0.144704,-0.013036,-0.001293,-0.036774,-0.127579,-0.149649,-0.16665,-0.018242,-0.153943,0.0,-0.154262,-0.008865,0.333997,-0.115339,-0.028851,-0.008232,-0.079854,-0.038452,-0.002694,0.0,-0.213216,-0.09109,0.305825,-0.292735,0.0,0.0,-0.071687,-0.018633,-0.302215,-0.110926,-0.142817,-0.012048,-0.058866,0.0
train,ikan08,11,mata,0.0,0.0,-0.162186,-0.031182,3.083563,-0.067456,0.0,-0.15707,-0.079166,0.0,-0.183517,-0.016974,-0.132371,-0.265367,0.0,0.0,-0.070652,-0.14397,-0.00937,0.0,-0.033853,-0.118671,-0.149868,-0.157285,-0.011449,-0.152876,0.0,-0.136078,-0.005829,0.371727,-0.11595,-0.013314,-0.008738,-0.082904,-0.039543,-0.004253,0.0,-0.215337,-0.103577,0.275328,-0.292941,0.0,0.0,-0.056191,-0.010979,-0.309517,-0.114061,-0.145144,-0.002933,-0.086369,0.0
train,ikan08,11,mata,0.0,0.0,-0.165665,-0.0312,3.088789,-0.07065,0.0,-0.158924,-0.074054,0.0,-0.18497,-0.019656,-0.135737,-0.264399,0.0,0.0,-0.070715,-0.14467,-0.009843,0.0,-0.035134,-0.125995,-0.149921,-0.150632,-0.009136,-0.150138,0.0,-0.138477,-0.006639,0.36081,-0.115817,-0.012028,-0.008115,-0.080557,-0.039612,-0.006249,0.0,-0.210863,-0.109088,0.271092,-0.291293,0.0,0.0,-0.060734,-0.009139,-0.310123,-0.109228,-0.146659,-0.002205,-0.084471,0.0
train,ikan08,11,mata,0.0,0.0,-0.165543,-0.030648,3.087624,-0.071532,0.0,-0.158881,-0.067557,0.0,-0.185789,-0.020794,-0.13612,-0.268668,0.0,0.0,-0.070765,-0.143986,-0.010718,0.0,-0.037221,-0.132796,-0.14844,-0.15165,-0.009641,-0.150002,0.0,-0.142751,-0.007705,0.355383,-0.113496,-0.012456,-0.007873,-0.075557,-0.040177,-0.006826,0.0,-0.211138,-0.106583,0.274863,-0.292874,0.0,0.0,-0.057978,-0.010051,-0.308063,-0.109756,-0.145611,-0.011452,-0.081838,0.0
train,ikan08,11,mata,0.0,0.0,-0.165597,-0.031392,3.089185,-0.070799,0.0,-0.159275,-0.074641,0.0,-0.184857,-0.019933,-0.135967,-0.263943,0.0,0.0,-0.070646,-0.144629,-0.010113,0.0,-0.035454,-0.126435,-0.150244,-0.149855,-0.009186,-0.150053,0.0,-0.139661,-0.006765,0.359037,-0.116201,-0.012199,-0.008222,-0.080515,-0.039753,-0.006446,0.0,-0.211238,-0.109047,0.27149,-0.291673,0.0,0.0,-0.061395,-0.009166,-0.310305,-0.109185,-0.146934,-0.002212,-0.083439,0.0
train,ikan08,11,mata,0.0,0.0,-0.169725,-0.036461,3.065569,-0.077696,0.0,-0.158463,-0.086966,0.0,-0.183578,-0.023844,-0.137428,-0.26031,0.0,0.0,-0.072677,-0.141285,-0.01243,-0.004049,-0.039782,-0.127451,-0.154331,-0.164657,-0.018554,-0.15287,0.0,-0.143059,-0.012045,0.347156,-0.122345,-0.025515,-0.010348,-0.07966,-0.043244,-0.004301,0.0,-0.204207,-0.104487,0.31624,-0.283193,0.0,0.0,-0.074861,-0.012067,-0.302866,-0.109481,-0.144903,-0.008801,-0.068813,0.0
train,ikan08,11,mata,0.0,0.0,-0.163027,-0.038366,3.076288,-0.076296,-0.000304,-0.159419,-0.085554,0.0,-0.18225,-0.026305,-0.144342,-0.257067,0.0,0.0,-0.070716,-0.143355,-0.012903,-0.002246,-0.036117,-0.130332,-0.151598,-0.16011,-0.019781,-0.150673,0.0,-0.150281,-0.008114,0.332526,-0.117493,-0.025558,-0.007905,-0.081143,-0.039588,-0.004412,0.0,-0.209848,-0.099035,0.304466,-0.294329,0.0,0.0,-0.071128,-0.015084,-0.306586,-0.117589,-0.143265,-0.009057,-0.064627,0.0
train,ikan08,13,mata,0.0,0.0,-0.162186,-0.031182,3.083563,-0.067456,0.0,-0.15707,-0.079166,0.0,-0.183517,-0.016974,-0.132371,-0.265367,0.0,0.0,-0.070652,-0.14397,-0.00937,0.0,-0.033853,-0.118671,-0.149868,-0.157285,-0.011449,-0.152876,0.0,-0.136078,-0.005829,0.371727,-0.11595,-0.013314,-0.008738,-0.082904,-0.039543,-0.004253,0.0,-0.215337,-0.103577,0.275328,-0.292941,0.0,0.0,-0.056191,-0.010979,-0.309517,-0.114061,-0.145144,-0.002933,-0.086369,0.0
train,ikan08,13,mata,0.0,0.0,-0.165665,-0.0312,3.088789,-0.07065,0.0,-0.158924,-0.074054,0.0,-0.18497,-0.019656,-0.135737,-0.264399,0.0,0.0,-0.070715,-0.14467,-0.009843,0.0,-0.035134,-0.125995,-0.149921,-0.150632,-0.009136,-0.150138,0.0,-0.138477,-0.006639,0.36081,-0.115817,-0.012028,-0.008115,-0.080557,-0.039612,-0.006249,0.0,-0.210863,-0.109088,0.271092,-0.291293,0.0,0.0,-0.060734,-0.009139,-0.310123,-0.109228,-0.146659,-0.002205,-0.084471,0.0
train,ikan08,13,mata,0.0,0.0,-0.165543,-0.030648,3.087624,-0.071532,0.0,-0.158881,-0.067557,0.0,-0.185789,-0.020794,-0.13612,-0.268668,0.0,0.0,-0.070765,-0.143986,-0.010718,0.0,-0.037221,-0.132796,-0.14844,-0.15165,-0.009641,-0.150002,0.0,-0.142751,-0.007705,0.355383,-0.113496,-0.012456,-0.007873,-0.075557,-0.040177,-0.006826,0.0,-0.211138,-0.106583,0.274863,-0.292874,0.0,0.0,-0.057978,-0.010051,-0.308063,-0.109756,-0.145611,-0.011452,-0.081838,0.0
train,ikan08,13,mata,0.0,0.0,-0.165597,-0.031392,3.089185,-0.070799,0.0,-0.159275,-0.074641,0.0,-0.184857,-0.019933,-0.135967,-0.263943,0.0,0.0,-0.070646,-0.144629,-0.010113,0.0,-0.035454,-0.126435,-0.150244,-0.149855,-0.009186,-0.150053,0.0,-0.139661,-0.006765,0.359037,-0.116201,-0.012199,-0.008222,-0.080515,-0.039753,-0.006446,0.0,-0.211238,-0.109047,0.27149,-0.291673,0.0,0.0,-0.061395,-0.009166,-0.310305,-0.109185,-0.146934,-0.002212,-0.083439,0.0
train,ikan08,13,mata,0.0,0.0,-0.169725,-0.036461,3.065569,-0.077696,0.0,-0.158463,-0.086966,0.0,-0.183578,-0.023844,-0.137428,-0.26031,0.0,0.0,-0.072677,-0.141285,-0.01243,-0.004049,-0.039782,-0.127451,-0.154331,-0.164657,-0.018554,-0.15287,0.0,-0.143059,-0.012045,0.347156,-0.122345,-0.025515,-0.010348,-0.07966,-0.043244,-0.004301,0.0,-0.204207,-0.104487,0.31624,-0.283193,0.0,0.0,-0.074861,-0.012067,-0.302866,-0.109481,-0.144903,-0.008801,-0.068813,0.0
train,ikan08,13,mata,0.0,0.0,-0.163027,-0.038366,3.076288,-0.076296,-0.000304,-0.159419,-0.085554,0.0,-0.18225,-0.026305,-0.144342,-0.257067,0.0,0.0,-0.070716,-0.143355,-0.012903,-0.002246,-0.036117,-0.130332,-0.151598,-0.16011,-0.019781,-0.150673,0.0,-0.150281,-0.008114,0.332526,-0.117493,-0.025558,-0.007905,-0.081143,-0.039588,-0.004412,0.0,-0.209848,-0.099035,0.304466,-0.294329,0.0,0.0,-0.071128,-0.015084,-0.306586,-0.117589,-0.143265,-0.009057,-0.064627,0.0
train,ikan08,15,mata,0.0,0.0,-0.161054,-0.031144,3.067462,-0.066304,0.0,-0.154829,-0.083889,0.0,-0.185141,-0.017092,-0.133933,-0.266455,0.0,0.0,-0.07038,-0.144675,-0.009157,0.0,-0.034271,-0.120034,-0.147405,-0.158768,-0.012837,-0.152556,0.0,-0.137837,-0.006475,0.37427,-0.115979,-0.013495,-0.00911,-0.083227,-0.040066,-0.004459,0.0,-0.213585,-0.10574,0.271871,-0.29085,0.0,0.0,-0.05801,-0.011511,-0.308685,-0.115181,-0.1458,-0.003644,-0.088089,0.0
train,ikan08,15,mata,0.0,0.0,-0.164121,-0.03179,3.0778,-0.068993,0.0,-0.15636,-0.082943,0.0,-0.188458,-0.01917,-0.136687,-0.265696,0.0,0.0,-0.069915,-0.14544,-0.009344,0.0,-0.03581,-0.126429,-0.148232,-0.153817,-0.011196,-0.150216,0.0,-0.140219,-0.007467,0.364138,-0.116845,-0.012157,-0.008685,-0.080684,-0.040071,-0.006164,0.0,-0.209679,-0.110829,0.271282,-0.289849,0.0,0.0,-0.06137,-0.010217,-0.308992,-0.110988,-0.147423,-0.00366,-0.084156,0.0
train,ikan08,15,mata,0.0,0.0,-0.162829,-0.032971,3.06005,-0.072079,0.0,-0.157517,-0.078957,0.0,-0.187071,-0.020247,-0.134247,-0.263403,0.0,0.0,-0.070214,-0.144552,-0.010551,0.0,-0.036781,-0.129346,-0.148693,-0.153209,-0.012181,-0.150813,0.0,-0.139773,-0.007324,0.362807,-0.116675,-0.013418,-0.011233,-0.07676,-0.040821,-0.0056,0.0,-0.208515,-0.1084,0.268734,-0.289937,0.0,0.0,-0.058487,-0.010343,-0.301944,-0.106343,-0.146621,-0.011144,-0.076712,0.0
train,ikan08,15,mata,0.0,0.0,-0.163982,-0.031921,3.079508,-0.069209,0.0,-0.156614,-0.083614,0.0,-0.188618,-0.019352,-0.136761,-0.265617,0.0,0.0,-0.069823,-0.145404,-0.009475,0.0,-0.036186,-0.126975,-0.148314,-0.153068,-0.011262,-0.150188,0.0,-0.141125,-0.007595,0.362307,-0.11735,-0.012321,-0.008855,-0.080514,-0.04022,-0.00638,0.0,-0.210083,-0.110686,0.271531,-0.290368,0.0,0.0,-0.061638,-0.010336,-0.30904,-0.110604,-0.147643,-0.003595,-0.083141,0.0
train,ikan08,15,mata,0.0,0.0,-0.159714,-0.036762,3.034143,-0.076793,0.0,-0.15733,-0.090373,0.0,-0.184543,-0.02171,-0.134877,-0.257314,0.0,0.0,-0.072781,-0.140747,-0.013356,-0.003618,-0.039696,-0.127537,-0.151047,-0.158482,-0.019845,-0.152749,0.0,-0.143275,-0.011412,0.349312,-0.120338,-0.025605,-0.01214,-0.079247,-0.043362,-0.003938,0.0,-0.203053,-0.103699,0.304186,-0.282169,0.0,0.0,-0.075073,-0.012354,-0.296148,-0.106995,-0.144492,-0.007771,-0.066693,0.0
train,ikan08,15,mata,0.0,0.0,-0.160191,-0.037055,3.074929,-0.078199,-0.000922,-0.159911,-0.087432,0.0,-0.185749,-0.026118,-0.145735,-0.259016,0.0,0.0,-0.070356,-0.143572,-0.013219,-0.002711,-0.035858,-0.130711,-0.148648,-0.162821,-0.021155,-0.151605,0.0,-0.150836,-0.008175,0.333157,-0.117204,-0.025918,-0.007875,-0.08257,-0.03796,-0.003776,0.0,-0.207593,-0.099383,0.303087,-0.29597,0.0,0.0,-0.068287,-0.014617,-0.305863,-0.1165,-0.142878,-0.010369,-0.062493,0.0
train,ikan08,07,-,0.0,0.0,-0.153468,-0.032019,3.031034,-0.069082,0.0,-0.152987,-0.086399,0.0,-0.189763,-0.018491,-0.134456,-0.262505,0.0,0.0,-0.070105,-0.142899,-0.009896,0.0,-0.03564,-0.122072,-0.14793,-0.154374,-0.014109,-0.153145,0.0,-0.141963,-0.006927,0.377375,-0.11749,-0.015511,-0.01109,-0.079301,-0.043424,-0.005104,0.0,-0.211295,-0.101619,0.264695,-0.287076,0.0,0.0,-0.05819,-0.012673,-0.301866,-0.116727,-0.145481,-0.00838,-0.080036,0.0
train,ikan08,07,-,0.0,0.0,-0.152,-0.033343,3.048326,-0.072238,-0.00012,-0.153994,-0.084701,0.0,-0.194068,-0.02021,-0.135444,-0.262246,0.0,0.0,-0.069389,-0.143926,-0.010713,0.0,-0.036961,-0.132839,-0.147991,-0.145826,-0.013175,-0.151103,0.0,-0.146253,-0.008154,0.37005,-0.115815,-0.013744,-0.010548,-0.075564,-0.044951,-0.006607,0.0,-0.208942,-0.106445,0.263853,-0.285383,0.0,0.0,-0.060933,-0.011884,-0.301539,-0.11179,-0.145368,-0.009499,-0.071935,0.0
train,ikan08,07,-,0.0,0.0,-0.149312,-0.03223,3.042512,-0.071567,0.0,-0.155714,-0.084068,0.0,-0.191413,-0.019426,-0.134864,-0.263995,0.0,0.0,-0.069359,-0.144361,-0.010597,0.0,-0.037016,-0.131931,-0.148528,-0.147203,-0.013601,-0.150886,0.0,-0.146927,-0.008871,0.366629,-0.117888,-0.01505,-0.010147,-0.075997,-0.044039,-0.007059,0.0,-0.206882,-0.106417,0.256798,-0.286024,0.0,0.0,-0.060261,-0.012067,-0.301678,-0.108592,-0.14733,-0.007086,-0.075499,0.0
train,ikan08,07,-,0.0,0.0,-0.151344,-0.03354,3.048572,-0.072497,-0.000152,-0.154351,-0.085587,0.0,-0.19443,-0.020438,-0.135673,-0.262186,0.0,0.0,-0.069205,-0.143974,-0.011419,0.0,-0.037255,-0.133327,-0.147916,-0.145132,-0.013352,-0.151175,0.0,-0.147443,-0.008475,0.36875,-0.116156,-0.014172,-0.010889,-0.075549,-0.045446,-0.00686,0.0,-0.208765,-0.106227,0.263529,-0.285328,0.0,0.0,-0.061372,-0.012046,-0.301326,-0.111776,-0.145692,-0.009576,-0.0703,0.0
train,ikan08,07,-,0.0,0.0,-0.152292,-0.039158,3.062653,-0.078168,0.0,-0.15734,-0.091647,0.0,-0.183759,-0.022499,-0.133454,-0.256195,0.0,0.0,-0.071915,-0.140333,-0.015306,-0.00188,-0.036534,-0.127331,-0.14627,-0.156482,-0.021144,-0.153369,0.0,-0.143721,-0.008926,0.357609,-0.116504,-0.026976,-0.012359,-0.076474,-0.042815,-0.003685,0.0,-0.210112,-0.09938,0.305392,-0.284027,0.0,0.0,-0.067812,-0.015714,-0.294984,-0.107357,-0.141196,-0.008056,-0.056737,0.0
train,ikan08,07,-,0.0,0.0,-0.156823,-0.038179,3.048619,-0.073295,0.0,-0.155703,-0.09265,0.0,-0.188183,-0.020705,-0.136076,-0.260638,0.0,0.0,-0.068535,-0.144524,-0.014859,0.0,-0.036112,-0.13023,-0.146601,-0.162347,-0.019176,-0.152472,0.0,-0.154368,-0.009314,0.35225,-0.122115,-0.024591,-0.009495,-0.080565,-0.041927,-0.003482,0.0,-0.210951,-0.097957,0.292387,-0.284903,0.0,0.0,-0.070274,-0.017314,-0.29839,-0.106825,-0.144799,-0.01027,-0.056173,0.0
train,ikan08,09,-,0.0,0.0,-0.153468,-0.032019,3.031034,-0.069082,0.0,-0.152987,-0.086399,0.0,-0.189763,-0.018491,-0.134456,-0.262505,0.0,0.0,-0.070105,-0.142899,-0.009896,0.0,-0.03564,-0.122072,-0.14793,-0.154374,-0.014109,-0.153145,0.0,-0.141963,-0.006927,0.377375,-0.11749,-0.015511,-0.01109,-0.079301,-0.043424,-0.005104,0.0,-0.211295,-0.101619,0.264695,-0.287076,0.0,0.0,-0.05819,-0.012673,-0.301866,-0.116727,-0.145481,-0.00838,-0.080036,0.0
train,ikan08,09,-,0.0,0.0,-0.152,-0.033343,3.048326,-0.072238,-0.00012,-0.153994,-0.084701,0.0,-0.194068,-0.02021,-0.135444,-0.262246,0.0,0.0,-0.069389,-0.143926,-0.010713,0.0,-0.036961,-0.132839,-0.147991,-0.145826,-0.013175,-0.151103,0.0,-0.146253,-0.008154,0.37005,-0.115815,-0.013744,-0.010548,-0.075564,-0.044951,-0.006607,0.0,-0.208942,-0.106445,0.263853,-0.285383,0.0,0.0,-0.060933,-0.011884,-0.301539,-0.11179,-0.145368,-0.009499,-0.071935,0.0
train,ikan08,09,-,0.0,0.0,-0.149312,-0.03223,3.042512,-0.071567,0.0,-0.155714,-0.084068,0.0,-0.191413,-0.019426,-0.134864,-0.263995,0.0,0.0,-0.069359,-0.144361,-0.010597,0.0,-0.037016,-0.131931,-0.148528,-0.147203,-0.013601,-0.150886,0.0,-0.146927,-0.008871,0.366629,-0.117888,-0.01505,-0.010147,-0.075997,-0.044039,-0.007059,0.0,-0.206882,-0.106417,0.256798,-0.286024,0.0,0.0,-0.060261,-0.012067,-0.301678,-0.108592,-0.14733,-0.007086,-0.075499,0.0
train,ikan08,09,-,0.0,0.0,-0.151344,-0.03354,3.048572,-0.072497,-0.000152,-0.154351,-0.085587,0.0,-0.19443,-0.020438,-0.135673,-0.262186,0.0,0.0,-0.069205,-0.143974,-0.011419,0.0,-0.037255,-0.133327,-0.147916,-0.145132,-0.013352,-0.151175,0.0,-0.147443,-0.008475,0.36875,-0.116156,-0.014172,-0.010889,-0.075549,-0.045446,-0.00686,0.0,-0.208765,-0.106227,0.263529,-0.285328,0.0,0.0,-0.061372,-0.012046,-0.301326,-0.111776,-0.145692,-0.009576,-0.0703,0.0
train,ikan08,09,-,0.0,0.0,-0.152292,-0.039158,3.062653,-0.078168,0.0,-0.15734,-0.091647,0.0,-0.183759,-0.022499,-0.133454,-0.256195,0.0,0.0,-0.071915,-0.140333,-0.015306,-0.00188,-0.036534,-0.127331,-0.14627,-0.156482,-0.021144,-0.153369,0.0,-0.143721,-0.008926,0.357609,-0.116504,-0.026976,-0.012359,-0.076474,-0.042815,-0.003685,0.0,-0.210112,-0.09938,0.305392,-0.284027,0.0,0.0,-0.067812,-0.015714,-0.294984,-0.107357,-0.141196,-0.008056,-0.056737,0.0
train,ikan08,09,-,0.0,0.0,-0.156823,-0.038179,3.048619,-0.073295,0.0,-0.155703,-0.09265,0.0,-0.188183,-0.020705,-0.136076,-0.260638,0.0,0.0,-0.068535,-0.144524,-0.014859,0.0,-0.036112,-0.13023,-0.146601,-0.162347,-0.019176,-0.152472,0.0,-0.154368,-0.009314,0.35225,-0.122115,-0.024591,-0.009495,-0.080565,-0.041927,-0.003482,0.0,-0.210951,-0.097957,0.292387,-0.284903,0.0,0.0,-0.070274,-0.017314,-0.29839,-0.106825,-0.144799,-0.01027,-0.056173,0.0
train,ikan08,11,-,0.0,0.0,-0.157848,-0.030929,3.057344,-0.069009,0.0,-0.153209,-0.08732,0.0,-0.188041,-0.017478,-0.132565,-0.264311,0.0,0.0,-0.070897,-0.142822,-0.009423,0.0,-0.03295,-0.11817,-0.149308,-0.156857,-0.013655,-0.153973,0.0,-0.142134,-0.00647,0.379806,-0.118547,-0.016865,-0.011807,-0.077878,-0.042033,-0.004549,0.0,-0.211581,-0.098994,0.263976,-0.286811,0.0,0.0,-0.055983,-0.012257,-0.30306,-0.112275,-0.145315,-0.006793,-0.079149,0.0
train,ikan08,11,-,0.0,0.0,-0.158655,-0.031448,3.078197,-0.070559,0.0,-0.154445,-0.08534,0.0,-0.19067,-0.018221,-0.134504,-0.262474,0.0,0.0,-0.070983,-0.143812,-0.010159,0.0,-0.035115,-0.126426,-0.148818,-0.149302,-0.012678,-0.152508,0.0,-0.145897,-0.007933,0.373281,-0.119127,-0.015381,-0.011627,-0.075655,-0.043264,-0.006429,0.0,-0.208509,-0.104287,0.256166,-0.285377,0.0,0.0,-0.058452,-0.011659,-0.302311,-0.107185,-0.146419,-0.007146,-0.072883,0.0
