Dataset,Ikan,Jam,Bagian,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,F31,F32,F33,F34,F35,F36,F37,F38,F39,F40,F41,F42,F43,F44,F45,F46,F47,F48,F49,F50,F576
train,ikan12,23,mata,0.222162,0.035392,0.448918,0.317379,0.867752,0.628958,-0.035268,0.006144,-0.073701,0.429898,0.218469,0.152985,2.124233,-0.04366,-0.063942,0.317269,0.155018,0.010014,0.032073,2.77066,3.861388,0.900423,0.324592,0.103633,2.326602,0.530842,0.786863,2.390136,0.11119,-0.214262,0.101407,0.73883,-0.004653,0.283294,0.178879,1.96271,0.0,-0.079497,0.241184,1.390455,-0.014178,0.830618,1.384747,0.312396,0.36343,0.161683,2.224914,0.050421,1.011763,0.10495,0.178601
train,ikan12,23,mata,0.159002,0.0,0.593928,0.076211,0.658235,0.607987,-0.005378,-0.02411,-0.05067,0.648681,0.360004,0.144498,1.653045,0.060634,-0.068816,0.057316,0.032305,-0.021041,-0.00326,2.411809,3.158273,0.952083,0.331627,0.001517,2.075147,0.11452,0.959699,1.680991,0.066622,-0.204232,0.26557,0.742663,0.004045,0.567825,-0.02991,2.045403,0.0,-0.043386,0.302841,1.299259,-0.040816,0.090151,1.786361,0.509703,0.682212,0.271977,2.210991,-0.044554,1.175409,0.127793,-0.003258
train,ikan12,01,-,0.719907,0.0,0.464985,0.11721,-0.103976,0.315129,-0.005063,0.024768,-0.004395,0.205554,0.200249,0.076577,2.985263,0.417425,0.254569,0.348537,1.218675,-0.079203,-0.01582,3.132443,2.01956,0.140544,0.883022,0.188585,0.857158,0.181622,4.070613,0.88416,0.27814,-0.067417,0.287569,1.059018,0.071503,0.059131,0.357818,3.02244,0.0,-0.080039,0.737639,0.296665,-0.151126,1.877224,3.13273,-0.02325,0.13953,-0.136843,1.130244,0.032612,0.18985,-0.066916,0.078907
train,ikan12,01,-,0.808334,0.0,0.642365,0.108964,-0.160542,0.009139,0.0,0.321518,0.096752,0.249813,0.064313,0.160212,2.873261,0.859452,0.200748,0.345865,1.537144,-0.051482,-0.009045,4.788813,2.818592,0.289297,0.234426,0.382655,1.220269,0.372956,4.70291,1.27509,0.247344,-0.057749,0.179947,1.577023,0.04252,0.13899,0.303259,1.964448,0.0,-0.05032,0.452334,0.19956,-0.152886,2.336297,2.322475,0.297974,0.204874,-0.136437,1.321114,0.034465,0.313807,-0.041737,0.065259
train,ikan12,01,-,0.724791,0.0,0.629611,-0.032597,-0.155957,-0.008797,0.0,0.349662,0.070397,0.276796,0.22187,0.015949,3.200281,0.859908,0.097044,0.27231,1.170567,-0.054457,-0.008082,4.748991,3.025343,0.156944,0.378557,0.473682,1.171929,0.426129,5.320157,1.077056,0.15417,0.044273,0.272921,1.255532,0.00893,0.183724,0.468981,2.349082,0.0,-0.055832,0.520086,0.173942,-0.116361,2.164159,3.044727,0.516168,0.055681,-0.13911,1.529306,0.042003,0.340612,-0.031151,0.231361
train,ikan12,01,-,0.79501,0.0,0.586161,0.067622,-0.170846,0.016352,0.0,0.20627,0.080002,0.250622,0.111829,0.129729,3.018388,0.855784,0.194332,0.284952,1.371198,-0.065778,-0.012204,4.505629,3.050719,0.228642,0.282915,0.296219,1.147894,0.381329,4.858002,1.210521,0.266311,-0.059193,0.22279,1.397885,0.041904,0.151924,0.264025,1.969014,0.0,-0.044738,0.422391,0.188354,-0.147415,2.078234,2.568636,0.303427,0.211703,-0.142123,1.326231,-0.017454,0.348317,-0.033281,0.048908
train,ikan12,01,-,0.616267,0.0,0.809503,0.258026,0.922386,0.028878,-0.002639,0.125069,-0.043244,0.135876,0.218878,0.508155,2.187261,0.748475,0.057558,0.223733,1.013188,-0.024286,0.019331,3.74185,1.536851,1.07816,0.252096,0.073042,1.623793,0.019198,2.9026,1.887956,-0.014699,-0.111073,0.250152,1.27526,0.029404,0.112019,0.454605,1.296548,-0.004261,0.03559,0.320199,1.405759,-0.114099,1.313358,2.39773,0.787677,0.718913,-0.081418,1.609004,-0.020854,0.460481,0.076519,-0.026017
train,ikan12,01,-,1.770298,-0.005172,1.035497,0.154054,0.660975,0.411392,-0.004898,0.099751,-0.01266,0.033932,-0.079606,0.446788,1.31773,0.795979,0.076214,0.194334,0.948309,0.035669,-0.006583,3.228801,2.492481,0.520012,-0.043437,-0.100362,1.227031,0.019165,4.91017,1.504541,-0.016532,-0.1873,0.225145,1.469169,0.026865,0.102088,0.465351,1.367177,-0.007586,-0.045422,0.220435,1.140125,-0.05427,1.902937,0.74179,0.215136,0.250463,-0.080545,1.156537,0.37327,0.1111,-0.08845,-0.006009
train,ikan12,17,-,0.849321,-0.006182,0.616031,-0.079985,-0.091971,-0.116146,-0.014878,-0.040261,-0.030173,-0.010263,0.197776,0.299516,2.521138,-0.064278,0.193516,0.00738,0.249452,-0.049698,-0.035463,1.383649,1.74332,-0.144071,1.711721,-0.123749,1.155186,-0.012617,1.856147,0.464403,0.050005,0.193563,0.715307,-0.057065,-0.079951,-0.014091,1.080181,2.668936,-0.000438,0.011346,0.598963,0.503343,0.013965,1.607772,2.065811,-0.021999,0.03428,-0.087926,0.845723,-0.066118,0.272161,-0.095968,0.309942
train,ikan12,17,-,0.627356,-0.002065,0.765322,0.049077,-0.101979,-0.083276,-0.002313,0.140516,0.068874,-0.007572,0.114901,-0.005285,2.773082,0.224295,0.161583,0.435146,0.385171,0.120583,0.051729,3.428703,2.700569,0.154468,1.252843,0.159838,1.986633,0.048355,3.243542,1.376317,0.048654,0.253263,0.677512,0.419543,-0.040773,-0.035806,1.008312,2.486899,0.008505,0.158629,0.205486,0.283294,-0.122401,1.882191,2.134683,0.091655,0.027381,-0.115892,1.480989,-0.112348,0.339437,-0.088463,0.250238
train,ikan12,17,-,0.545275,-0.015126,1.016596,-0.070944,-0.113441,-0.092391,-0.010932,0.157029,0.022077,-0.007156,0.029529,0.041709,3.181912,0.174552,0.097361,0.420155,0.341895,0.125801,-0.026847,4.248305,3.067715,0.388347,1.36298,0.128031,2.328156,0.031755,3.164699,1.338013,0.133079,0.193075,0.598758,0.640926,-0.013288,-0.056629,1.415859,2.574323,-0.011096,0.212178,0.369101,0.430541,-0.048757,1.548984,2.475756,0.108536,-0.044864,-0.026493,1.744086,-0.114187,0.29883,-0.035202,0.173298
train,ikan12,17,-,0.501188,-0.008411,0.832684,0.012955,-0.104819,-0.10093,-0.000105,0.088763,0.067074,-0.007554,0.134083,0.031888,2.823003,0.256712,0.174543,0.456842,0.247904,0.11405,0.011263,3.314543,2.915889,0.191981,1.378214,0.073386,2.144214,0.04867,2.964904,1.344634,0.040237,0.214556,0.639092,0.254151,-0.038809,-0.016033,1.261873,2.367891,0.017294,0.164103,0.207242,0.320326,-0.120469,1.572215,2.119121,0.13496,0.042602,-0.088075,1.463164,-0.111623,0.419066,-0.071248,0.260421
train,ikan12,17,-,0.652679,-0.021255,0.679594,0.742667,0.991342,0.014965,-0.021911,0.189323,0.020955,0.0,0.088072,0.662907,1.923852,0.629425,-0.06568,0.437028,0.626488,0.018213,-0.016138,3.264612,1.023225,0.921072,0.827842,0.072461,1.8035,-0.020232,2.020619,2.005506,-0.025123,-0.01434,0.66903,0.547285,0.070246,0.071156,0.599707,1.286009,0.012436,0.098387,0.175858,1.783108,-0.133206,0.893114,2.575899,0.087011,0.407565,0.144958,1.53984,-0.061481,0.465194,0.275055,0.024396
train,ikan12,17,-,1.451055,-0.014681,0.703415,0.851498,0.850119,-0.009103,-0.011274,0.369716,0.040882,0.158768,0.087972,0.501998,1.712945,0.310329,-0.057602,0.634799,0.670606,0.279991,-0.022287,3.545187,2.380934,1.485697,0.105449,0.106225,2.119015,0.131061,3.063627,2.30631,0.074681,-0.099125,0.472412,0.930405,0.089314,0.031514,1.213152,2.072584,0.0,-0.051273,0.178455,1.512027,-0.153977,1.661774,1.352942,0.107887,0.162424,-0.016067,1.55677,0.138738,0.386161,0.009597,-0.013078
train,ikan12,19,-,0.849321,-0.006182,0.616031,-0.079985,-0.091971,-0.116146,-0.014878,-0.040261,-0.030173,-0.010263,0.197776,0.299516,2.521138,-0.064278,0.193516,0.00738,0.249452,-0.049698,-0.035463,1.383649,1.74332,-0.144071,1.711721,-0.123749,1.155186,-0.012617,1.856147,0.464403,0.050005,0.193563,0.715307,-0.057065,-0.079951,-0.014091,1.080181,2.668936,-0.000438,0.011346,0.598963,0.503343,0.013965,1.607772,2.065811,-0.021999,0.03428,-0.087926,0.845723,-0.066118,0.272161,-0.095968,0.309942
train,ikan12,19,-,0.627356,-0.002065,0.765322,0.049077,-0.101979,-0.083276,-0.002313,0.140516,0.068874,-0.007572,0.114901,-0.005285,2.773082,0.224295,0.161583,0.435146,0.385171,0.120583,0.051729,3.428703,2.700569,0.154468,1.252843,0.159838,1.986633,0.048355,3.243542,1.376317,0.048654,0.253263,0.677512,0.419543,-0.040773,-0.035806,1.008312,2.486899,0.008505,0.158629,0.205486,0.283294,-0.122401,1.882191,2.134683,0.091655,0.027381,-0.115892,1.480989,-0.112348,0.339437,-0.088463,0.250238
train,ikan12,19,-,0.545275,-0.015126,1.016596,-0.070944,-0.113441,-0.092391,-0.010932,0.157029,0.022077,-0.007156,0.029529,0.041709,3.181912,0.174552,0.097361,0.420155,0.341895,0.125801,-0.026847,4.248305,3.067715,0.388347,1.36298,0.128031,2.328156,0.031755,3.164699,1.338013,0.133079,0.193075,0.598758,0.640926,-0.013288,-0.056629,1.415859,2.574323,-0.011096,0.212178,0.369101,0.430541,-0.048757,1.548984,2.475756,0.108536,-0.044864,-0.026493,1.744086,-0.114187,0.29883,-0.035202,0.173298
train,ikan12,19,-,0.501188,-0.008411,0.832684,0.012955,-0.104819,-0.10093,-0.000105,0.088763,0.067074,-0.007554,0.134083,0.031888,2.823003,0.256712,0.174543,0.456842,0.247904,0.11405,0.011263,3.314543,2.915889,0.191981,1.378214,0.073386,2.144214,0.04867,2.964904,1.344634,0.040237,0.214556,0.639092,0.254151,-0.038809,-0.016033,1.261873,2.367891,0.017294,0.164103,0.207242,0.320326,-0.120469,1.572215,2.119121,0.13496,0.042602,-0.088075,1.463164,-0.111623,0.419066,-0.071248,0.260421
train,ikan12,19,-,0.652679,-0.021255,0.679594,0.742667,0.991342,0.014965,-0.021911,0.189323,0.020955,0.0,0.088072,0.662907,1.923852,0.629425,-0.06568,0.437028,0.626488,0.018213,-0.016138,3.264612,1.023225,0.921072,0.827842,0.072461,1.8035,-0.020232,2.020619,2.005506,-0.025123,-0.01434,0.66903,0.547285,0.070246,0.071156,0.599707,1.286009,0.012436,0.098387,0.175858,1.783108,-0.133206,0.893114,2.575899,0.087011,0.407565,0.144958,1.53984,-0.061481,0.465194,0.275055,0.024396
train,ikan12,19,-,1.451055,-0.014681,0.703415,0.851498,0.850119,-0.009103,-0.011274,0.369716,0.040882,0.158768,0.087972,0.501998,1.712945,0.310329,-0.057602,0.634799,0.670606,0.279991,-0.022287,3.545187,2.380934,1.485697,0.105449,0.106225,2.119015,0.131061,3.063627,2.30631,0.074681,-0.099125,0.472412,0.930405,0.089314,0.031514,1.213152,2.072584,0.0,-0.051273,0.178455,1.512027,-0.153977,1.661774,1.352942,0.107887,0.162424,-0.016067,1.55677,0.138738,0.386161,0.009597,-0.013078
train,ikan12,21,-,0.856835,-0.042174,0.406268,0.10815,-0.068636,0.018167,0.004803,0.248891,0.077619,0.041324,-0.063973,0.081699,2.190531,0.105937,0.290769,0.527535,0.51171,-0.042594,0.120511,2.505455,2.224246,0.102432,0.908287,0.351232,1.173609,0.132776,4.338963,1.49711,0.261801,-0.000734,0.65165,1.221075,0.097346,0.163388,0.406024,2.826817,-0.007621,0.22227,0.611801,0.486377,-0.154927,1.905894,2.381992,0.130216,0.135815,-0.107136,1.352828,-0.006785,0.552811,-0.149859,-0.026054
train,ikan12,21,-,0.877118,-0.031107,0.577913,0.039928,-0.048869,0.138176,-0.006894,0.549801,0.108793,0.082859,-0.041737,0.109262,2.834149,0.610987,0.174622,0.878364,0.429833,0.015905,-0.015556,3.642048,2.683733,0.323616,0.522246,0.713535,1.436325,0.244418,4.403847,2.281458,0.363538,0.056095,0.610909,1.286752,0.098628,-0.022636,0.314987,2.405341,-0.006535,0.098644,0.234355,0.302427,-0.084601,2.178493,2.259893,0.279565,0.415773,-0.122995,1.818007,-0.133021,0.446613,-0.060148,0.005742
train,ikan12,21,-,0.546817,-0.009239,0.791923,0.032828,-0.04599,0.002474,-0.000348,0.413138,0.002553,0.0468,-0.009681,0.047976,3.08212,0.278826,0.215768,0.714075,0.542918,0.180663,-0.021263,3.912292,2.859529,0.463316,0.568924,0.759386,1.758177,0.227479,4.105094,2.068703,0.35897,0.103946,0.569702,1.442884,0.016085,0.072843,0.269677,2.65168,-0.001059,0.108604,0.130161,0.345595,-0.14219,1.915215,2.442638,0.51796,0.332968,-0.14695,1.820901,-0.130534,0.6381,-0.120926,0.049286
train,ikan12,21,-,0.895362,-0.017773,0.605344,0.011923,-0.045892,0.101712,0.009057,0.541792,0.105338,0.076519,0.010377,0.095479,2.767956,0.577898,0.185272,0.789313,0.539733,0.075205,-0.022063,3.72358,2.824256,0.471514,0.461448,0.70697,1.403785,0.246906,4.534528,2.248767,0.353876,0.079997,0.618339,1.303074,0.047667,0.037241,0.317377,2.378823,-0.007318,0.10899,0.152096,0.333357,-0.118597,2.067824,2.125856,0.298553,0.377022,-0.126996,1.745676,-0.04955,0.464504,-0.025592,-0.022464
train,ikan12,21,-,0.383099,-0.026572,0.471678,0.665627,0.728996,0.062357,-0.016464,0.074759,-0.060127,-0.007171,0.042039,-0.123127,2.32205,0.073582,-0.078415,0.411627,0.347746,0.019064,0.035165,3.24021,2.147478,1.193312,0.187247,0.233776,1.760871,-0.017332,3.128237,2.229168,0.007636,-0.099531,0.70148,1.513439,0.07458,0.071116,0.134059,3.098217,-0.007477,0.033347,0.099823,1.468487,-0.124675,1.19376,1.97335,0.137184,0.256381,-0.045953,1.896484,-0.024357,0.482142,0.010544,0.248095
train,ikan12,21,-,0.428166,-0.016427,1.274376,0.344714,0.603599,-0.001986,0.0,0.23791,-0.028395,-0.007051,-0.07088,0.271975,2.727659,0.372814,-0.066792,0.626237,1.129159,-0.028398,0.008258,3.902425,2.695475,1.190757,-0.079812,0.086716,1.811964,0.103586,5.040175,2.417736,0.088725,-0.165066,0.875978,2.029867,0.114175,0.167736,0.587368,2.429728,-0.005647,-0.069484,0.075762,1.029897,-0.1297,1.524459,1.567472,0.235357,0.321065,-0.086313,1.472203,0.097821,0.098545,-0.024458,0.031167
train,ikan12,23,-,0.856835,-0.042174,0.406268,0.10815,-0.068636,0.018167,0.004803,0.248891,0.077619,0.041324,-0.063973,0.081699,2.190531,0.105937,0.290769,0.527535,0.51171,-0.042594,0.120511,2.505455,2.224246,0.102432,0.908287,0.351232,1.173609,0.132776,4.338963,1.49711,0.261801,-0.000734,0.65165,1.221075,0.097346,0.163388,0.406024,2.826817,-0.007621,0.22227,0.611801,0.486377,-0.154927,1.905894,2.381992,0.130216,0.135815,-0.107136,1.352828,-0.006785,0.552811,-0.149859,-0.026054
train,ikan12,23,-,0.877118,-0.031107,0.577913,0.039928,-0.048869,0.138176,-0.006894,0.549801,0.108793,0.082859,-0.041737,0.109262,2.834149,0.610987,0.174622,0.878364,0.429833,0.015905,-0.015556,3.642048,2.683733,0.323616,0.522246,0.713535,1.436325,0.244418,4.403847,2.281458,0.363538,0.056095,0.610909,1.286752,0.098628,-0.022636,0.314987,2.405341,-0.006535,0.098644,0.234355,0.302427,-0.084601,2.178493,2.259893,0.279565,0.415773,-0.122995,1.818007,-0.133021,0.446613,-0.060148,0.005742
train,ikan12,23,-,0.546817,-0.009239,0.791923,0.032828,-0.04599,0.002474,-0.000348,0.413138,0.002553,0.0468,-0.009681,0.047976,3.08212,0.278826,0.215768,0.714075,0.542918,0.180663,-0.021263,3.912292,2.859529,0.463316,0.568924,0.759386,1.758177,0.227479,4.105094,2.068703,0.35897,0.103946,0.569702,1.442884,0.016085,0.072843,0.269677,2.65168,-0.001059,0.108604,0.130161,0.345595,-0.14219,1.915215,2.442638,0.51796,0.332968,-0.14695,1.820901,-0.130534,0.6381,-0.120926,0.049286
train,ikan12,23,-,0.895362,-0.017773,0.605344,0.011923,-0.045892,0.101712,0.009057,0.541792,0.105338,0.076519,0.010377,0.095479,2.767956,0.577898,0.185272,0.789313,0.539733,0.075205,-0.022063,3.72358,2.824256,0.471514,0.461448,0.70697,1.403785,0.246906,4.534528,2.248767,0.353876,0.079997,0.618339,1.303074,0.047667,0.037241,0.317377,2.378823,-0.007318,0.10899,0.152096,0.333357,-0.118597,2.067824,2.125856,0.298553,0.377022,-0.126996,1.745676,-0.04955,0.464504,-0.025592,-0.022464
train,ikan12,23,-,0.383099,-0.026572,0.471678,0.665627,0.728996,0.062357,-0.016464,0.074759,-0.060127,-0.007171,0.042039,-0.123127,2.32205,0.073582,-0.078415,0.411627,0.347746,0.019064,0.035165,3.24021,2.147478,1.193312,0.187247,0.233776,1.760871,-0.017332,3.128237,2.229168,0.007636,-0.099531,0.70148,1.513439,0.07458,0.071116,0.134059,3.098217,-0.007477,0.033347,0.099823,1.468487,-0.124675,1.19376,1.97335,0.137184,0.256381,-0.045953,1.896484,-0.024357,0.482142,0.010544,0.248095
train,ikan12,23,-,0.428166,-0.016427,1.274376,0.344714,0.603599,-0.001986,0.0,0.23791,-0.028395,-0.007051,-0.07088,0.271975,2.727659,0.372814,-0.066792,0.626237,1.129159,-0.028398,0.008258,3.902425,2.695475,1.190757,-0.079812,0.086716,1.811964,0.103586,5.040175,2.417736,0.088725,-0.165066,0.875978,2.029867,0.114175,0.167736,0.587368,2.429728,-0.005647,-0.069484,0.075762,1.029897,-0.1297,1.524459,1.567472,0.235357,0.321065,-0.086313,1.472203,0.097821,0.098545,-0.024458,0.031167
train,ikan13,01,insang,0.511743,0.029029,0.457385,0.362837,0.183341,-0.035867,0.381057,1.242065,-0.020301,0.461371,0.375516,0.941223,1.610805,-0.068086,-0.003809,-0.026286,0.696668,0.234499,0.136193,3.424528,1.173876,0.183664,0.313267,0.354759,1.143273,0.216683,1.759879,0.18906,0.280715,-0.035213,0.288023,1.083109,0.306904,0.888569,0.009749,1.867573,0.0,0.061207,1.831693,0.569823,-0.119402,1.394648,1.52398,0.631242,-0.106493,-0.047802,1.073737,0.006806,0.539887,-0.051742,-0.050831
train,ikan13,01,insang,0.39747,0.141475,0.192211,0.406836,0.017589,-0.001032,0.104681,1.019324,-0.021504,0.740886,0.054079,1.271427,2.011942,0.248483,0.050573,0.131171,0.91374,0.198462,0.273375,3.69595,1.972752,0.525264,-0.049255,0.050473,1.416746,0.391113,1.97346,0.772098,0.17465,0.020628,0.938765,0.305579,0.259715,1.052088,0.04817,1.311522,0.0,0.121478,1.38742,0.415624,-0.122126,1.775112,1.610539,0.818311,0.158259,-0.116871,0.888065,0.162145,0.731972,-0.050921,0.227135
train,ikan13,01,insang,0.279687,0.105442,0.356508,0.220504,-0.001855,-0.019407,0.106448,0.699419,-0.013215,0.608993,0.064732,1.170776,2.36945,0.239081,0.020163,0.341416,0.957301,0.431995,0.446514,3.971633,1.76276,0.373484,0.094312,0.105501,1.873791,0.499869,2.203798,0.470306,0.129548,0.115227,1.044958,0.490926,0.330012,1.199468,0.094031,1.469184,0.0,0.210288,1.703354,0.374402,-0.128698,1.437306,1.796629,0.898612,0.029685,-0.108975,1.112281,-0.048127,0.505038,0.075396,0.182906
train,ikan13,01,insang,0.483567,0.108905,0.298873,0.361042,0.013566,-0.030119,0.141626,0.974213,-0.015312,0.737981,-0.005956,1.247119,2.015233,0.27212,0.056192,0.12542,0.900007,0.208623,0.2765,3.60394,2.019189,0.513933,0.045057,0.051484,1.337151,0.477235,1.909111,0.630515,0.124457,0.030997,0.997606,0.336261,0.287103,1.166309,0.032757,1.188818,0.0,0.122346,1.466473,0.416988,-0.114898,1.764295,1.521719,0.703226,0.081107,-0.110609,0.817721,0.111447,0.753243,-0.015707,0.164272
train,ikan13,01,insang,0.484243,0.051989,0.413599,0.396275,0.831566,0.166478,-0.032568,0.554812,-0.03446,0.149888,-0.070937,0.440499,1.017434,-0.04505,-0.064328,0.116126,1.094081,0.461249,-0.024284,4.465779,0.748512,1.47824,0.11201,-0.000218,0.814941,0.645815,1.727003,1.528687,-0.060527,-0.113914,0.43626,1.791244,0.144903,1.036707,0.064609,1.110519,0.0,0.269167,1.052224,1.825329,-0.112714,1.909472,1.60582,0.604096,0.228168,0.387365,0.606303,0.262395,0.58224,0.02864,-0.042871
train,ikan13,01,insang,0.901151,0.185235,0.539207,0.481215,1.031281,0.003375,0.150072,0.5757,-0.031771,0.160784,-0.05158,0.497967,1.173593,-0.052322,-0.046694,0.076837,1.077155,0.631586,0.04171,4.112459,0.98856,1.430677,-0.034585,0.245857,1.611073,0.400624,1.557847,1.642004,0.176166,-0.0492,0.796933,1.442658,0.325504,0.866575,-0.034968,1.206827,0.001538,0.273423,1.163137,2.076636,-0.035149,1.399445,0.605003,0.51508,0.248147,0.21233,1.088917,0.636893,0.535735,0.072414,-0.011564
train,ikan13,17,insang,0.104382,0.084237,0.424575,0.137975,0.222395,-0.009085,-0.019797,0.238551,-0.041673,0.775405,0.106792,0.546548,1.041297,0.016832,0.018007,-0.002331,0.830972,0.040192,-0.000322,2.307548,1.310851,0.480775,0.26487,0.167918,0.861209,0.513423,2.463552,0.249776,1.12904,-0.148822,0.529567,0.238871,0.005933,0.148274,-0.054946,0.426182,0.0,-0.11495,1.645523,0.255221,-0.095414,0.807371,1.065779,1.218305,0.268161,-0.06702,0.552666,0.281311,1.280707,0.012931,0.107501
train,ikan13,17,insang,0.013778,0.023309,0.319828,0.068561,0.210646,0.044446,-0.027528,0.204774,-0.037078,0.465098,0.086229,0.632777,1.143223,0.5546,-0.053431,0.042208,0.777759,0.183845,-0.002036,3.047625,1.991044,1.123221,-0.028264,0.200628,0.84592,0.448625,2.931869,0.399136,0.904473,-0.059957,0.713043,-2.9e-05,-0.004571,0.769515,0.159993,0.39096,0.0,-0.121103,1.231661,0.165649,-0.146527,1.143768,0.914687,1.482192,0.33682,-0.103635,0.471586,0.158873,1.544459,0.009504,0.132079
train,ikan13,17,insang,-0.001231,-0.006407,0.587054,0.097122,0.201757,-0.062877,-0.016727,0.209463,-0.028358,0.388051,0.126837,0.909665,1.306258,0.685994,-0.024811,0.048571,0.942659,0.236417,-0.018116,2.871739,2.051166,0.805825,-0.017194,0.1831,1.191612,0.714261,3.151263,0.248053,0.956463,-0.080884,0.900817,0.324817,-0.000576,0.901798,0.112255,0.362634,0.0,-0.090335,1.098619,0.100384,-0.156664,1.042406,1.332443,1.673493,0.362522,-0.077501,0.8599,0.290661,1.59268,0.065616,0.081587
train,ikan13,17,insang,0.009573,0.02091,0.391273,0.063833,0.147734,0.056243,-0.015623,0.230179,-0.041124,0.422873,0.084748,0.672636,1.210344,0.576092,-0.054301,0.002248,0.689517,0.172337,-0.01949,3.043362,2.006873,1.112418,-0.049998,0.196594,0.731715,0.431895,2.771971,0.382001,0.904482,-0.06063,0.820076,0.013062,0.052204,0.878501,0.172786,0.369488,0.0,-0.114117,1.216238,0.143041,-0.120489,1.051469,0.973023,1.451596,0.30961,-0.108239,0.536586,0.203302,1.518396,0.029509,0.148679
train,ikan13,17,insang,0.203517,-0.023306,0.522682,0.199919,0.840637,-0.082669,-0.010654,0.286591,-0.012792,0.050573,-0.062293,1.007249,0.799118,0.285991,-0.048271,0.174278,1.432646,0.814407,0.034384,2.608117,1.869729,1.477354,-0.072071,-0.062972,1.492502,0.165593,2.197821,0.884929,0.257921,-0.022929,1.034904,0.699459,0.093039,0.742725,0.137961,0.810886,-0.004191,-0.075496,0.679963,1.786519,-0.182185,1.625384,0.715051,1.163354,0.38388,-0.024263,0.542299,0.102675,1.36102,-0.024651,0.330692
train,ikan13,17,insang,0.550352,0.087007,0.7111,0.101494,0.847342,0.175892,-0.013541,0.172302,-0.032999,0.538623,0.034373,1.439151,0.920067,0.175492,-0.009486,-0.014206,0.601585,0.400748,-0.022043,3.178282,2.067823,0.832203,-0.003584,0.045228,1.437698,0.243967,1.067806,1.110641,0.366769,-0.028983,1.6525,0.583833,0.615801,1.007417,0.021905,1.162912,0.0,0.098563,0.566251,1.854093,-0.040855,1.488872,0.912632,1.045569,0.532526,-0.075696,0.742059,0.294976,1.277115,-0.106648,0.137843
train,ikan13,19,insang,0.104382,0.084237,0.424575,0.137975,0.222395,-0.009085,-0.019797,0.238551,-0.041673,0.775405,0.106792,0.546548,1.041297,0.016832,0.018007,-0.002331,0.830972,0.040192,-0.000322,2.307548,1.310851,0.480775,0.26487,0.167918,0.861209,0.513423,2.463552,0.249776,1.12904,-0.148822,0.529567,0.238871,0.005933,0.148274,-0.054946,0.426182,0.0,-0.11495,1.645523,0.255221,-0.095414,0.807371,1.065779,1.218305,0.268161,-0.06702,0.552666,0.281311,1.280707,0.012931,0.107501
